Date,year,month,day,team,opponent,teamscore,oppscore,D1,Win,G,Overall_W,Overall_L,W-L%,SRS,SOS,Home_W,Home_L,Away_W,Away_L,Tm.Total Pts,Tm.Pts_Allowed,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,G_2,Overall_W_2,Overall_L_2,W-L%_2,SRS_2,SOS_2,Home_W_2,Home_L_2,Away_W_2,Away_L_2,Tm.Total Pts_2,Tm.Pts_Allowed_2,Pace_2,ORtg_2,FTr_2,3PAr_2,TS%_2,TRB%_2,AST%_2,STL%_2,BLK%_2,eFG%_2,TOV%_2,ORB%_2,FT/FGA_2
4/4/20,2020,3,33,Kansas,Dayton,,,1,0.6597,31,28,3,0.903,25,11.66,14,1,11,1,2312,1882,67.9,109.4,0.35,0.329,0.564,54.7,50.8,11.2,13.6,0.541,16.2,32.8,0.234,31,29,2,0.935,19.26,3.78,17,0,9,0,2480,2000,67.9,116.4,0.339,0.39,0.619,52.5,60.3,8.3,9.2,0.597,15.8,26.4,0.244
4/5/20,2020,3,34,Louisiana State,Gonzaga,,,1,0.3812,31,21,10,0.677,14.41,7.18,15,2,5,6,2495,2271,70.8,112.8,0.354,0.343,0.568,54.3,44.9,8.8,10.6,0.527,15.1,35.1,0.272,31,29,2,0.935,22.81,2.68,17,0,10,1,2720,2096,72.9,119.8,0.385,0.318,0.6,56.5,53.8,10.3,9.5,0.577,13.5,33.5,0.265
